City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Shuangcheng,CN,2022-05-23 16:45:41,45.35,126.2833,69.48,54,45,9.8
297,Dzerzhinsk,RU,2022-05-23 16:45:41,56.2389,43.4631,39.02,93,75,6.71
298,Phan Thiet,VN,2022-05-23 16:45:42,10.9333,108.1,77.31,87,100,7.63
299,Port-Gentil,GA,2022-05-23 16:45:42,-0.7193,8.7815,80.56,69,20,11.5
300,Kloulklubed,PW,2022-05-23 16:45:42,7.0419,134.2556,75.7,77,77,12.68
301,Bintulu,MY,2022-05-23 16:45:43,3.1667,113.0333,79.21,94,20,2.3
302,Petropavlovsk-Kamchatskiy,RU,2022-05-23 16:45:43,53.0452,158.6483,39.79,100,75,2.24
303,Banamba,ML,2022-05-23 16:45:43,13.55,-7.45,79.92,61,82,17.85
304,Nouadhibou,MR,2022-05-23 16:45:44,20.931,-17.0347,71.58,73,7,23.02
305,Never,FR,2022-05-23 16:45:44,46.9896,3.159,62.35,84,92,10.09
306,Russell,US,2022-05-23 16:45:45,32.3502,-85.1999,78.4,73,75,12.66
307,San Cristobal,VE,2022-05-23 16:45:45,7.7669,-72.225,78.98,44,17,6.98
308,Pangody,RU,2022-05-23 16:45:45,65.85,74.4859,45.37,64,87,4.72
309,Wattegama,LK,2022-05-23 16:45:46,6.7989,81.4808,77.36,81,78,7.85
310,Pevek,RU,2022-05-23 16:45:46,69.7008,170.3133,36.46,82,84,11.45
311,Dasoguz,TM,2022-05-23 16:45:46,41.8363,59.9666,75.15,31,0,13.8
312,Dinard,FR,2022-05-23 16:45:48,48.6314,-2.0614,55.78,89,75,6.91
313,Ghatsila,IN,2022-05-23 16:45:48,22.6,86.4833,85.33,63,40,7.31
314,Sedalia,US,2022-05-23 16:41:23,38.7045,-93.2283,62.74,55,75,14.97
315,Bom Jesus,BR,2022-05-23 16:45:49,-9.0744,-44.3586,93.9,27,14,8.12
316,Kachug,RU,2022-05-23 16:45:49,53.9606,105.8817,46.78,62,56,3.78
317,Aizpute,LV,2022-05-23 16:45:49,56.7167,21.6,56.43,55,22,5.39
318,Kavieng,PG,2022-05-23 16:46:50,-2.5744,150.7967,82.27,73,95,14.9
319,Coquimbo,CL,2022-05-23 16:46:50,-29.9533,-71.3436,62.33,67,0,10.36
320,Hasaki,JP,2022-05-23 16:46:50,35.7333,140.8333,55.8,76,81,3.11
321,Abu Samrah,SY,2022-05-23 16:46:51,35.3029,37.1841,67.53,55,0,21.23
322,Bushehr,IR,2022-05-23 16:46:51,28.9684,50.8385,86.09,30,0,4.61
323,Samtredia,GE,2022-05-23 16:46:51,42.1537,42.3352,55.67,94,100,9.22
324,Caarapo,BR,2022-05-23 16:46:52,-22.6342,-54.8222,76.37,35,17,5.61
325,Khovu-Aksy,RU,2022-05-23 16:46:52,51.1333,93.6,51.67,82,16,4.41
326,Naze,JP,2022-05-23 16:46:52,28.3667,129.4833,63.52,88,100,13.62
327,Svetlaya,RU,2022-05-23 16:46:53,46.5389,138.3297,40.95,91,14,3.98
328,Challans,FR,2022-05-23 16:46:53,46.8436,-1.8749,61.72,68,82,17.49
329,Lompoc,US,2022-05-23 16:46:53,34.6391,-120.4579,69.93,78,0,8.01
330,Ada,US,2022-05-23 16:46:54,43.4166,-116.1262,60.49,41,0,5.01
331,Azovo,RU,2022-05-23 16:46:54,54.6997,73.0237,67.75,57,84,11.59
332,Berlevag,NO,2022-05-23 16:46:09,70.8578,29.0864,44.6,70,0,16.11
333,Saint Anthony,US,2022-05-23 16:45:20,45.0205,-93.218,63.91,35,20,9.22
334,Lata,PT,2022-05-23 16:46:55,40.1629,-8.3327,63.81,50,88,12.01
335,Goundi,TD,2022-05-23 16:46:55,9.3627,17.366,94.6,28,99,3.89
336,Savelugu,GH,2022-05-23 16:46:55,9.6244,-0.8253,83.91,59,100,7.99
337,Dunedin,NZ,2022-05-23 16:46:56,-45.8742,170.5036,53.8,56,11,4.0
338,Kahului,US,2022-05-23 16:45:41,20.8947,-156.47,75.85,74,20,6.91
339,Tuatapere,NZ,2022-05-23 16:46:57,-46.1333,167.6833,50.32,83,86,10.25
340,Cayenne,GF,2022-05-23 16:46:57,4.9333,-52.3333,84.09,7,75,4.61
341,Brownwood,US,2022-05-23 16:46:08,31.7093,-98.9912,73.4,72,100,12.66
342,Korla,CN,2022-05-23 16:46:58,41.7597,86.1469,78.8,19,91,11.92
343,Port Macquarie,AU,2022-05-23 16:46:58,-31.4333,152.9167,54.9,88,51,3.49
344,Dingle,PH,2022-05-23 16:46:58,10.9995,122.6711,76.6,88,78,1.68
345,Longyan,CN,2022-05-23 16:46:59,25.1072,117.0225,69.1,99,100,1.43
346,Oranjestad,AW,2022-05-23 16:46:59,12.524,-70.027,85.95,66,40,25.32
347,Hamilton,US,2022-05-23 16:46:59,39.1834,-84.5333,62.31,65,100,13.8
348,Codrington,AU,2022-05-23 16:47:00,-38.2667,141.9667,49.23,85,4,6.73
349,Souillac,MU,2022-05-23 16:47:00,-20.5167,57.5167,75.58,69,75,11.5
350,Fare,PF,2022-05-23 16:47:00,-16.7,-151.0167,80.64,73,0,14.38
351,Oparino,RU,2022-05-23 16:47:01,59.8518,48.2783,32.86,98,100,2.98
352,Kansanshi,ZM,2022-05-23 16:47:01,-12.0951,26.4273,61.54,53,5,2.46
353,Ojinaga,MX,2022-05-23 16:47:01,29.5667,-104.4167,76.15,57,75,12.66
354,Riyadh,SA,2022-05-23 16:45:45,24.6877,46.7219,100.54,8,0,12.39
355,Chuy,UY,2022-05-23 16:47:05,-33.6971,-53.4616,63.88,59,87,4.74
356,Puerto Ayacucho,VE,2022-05-23 16:47:05,5.6639,-67.6236,84.38,71,49,5.06
357,Athabasca,CA,2022-05-23 16:45:59,54.7169,-113.2854,59.41,46,98,4.38
358,Yumen,CN,2022-05-23 16:47:06,40.2833,97.2,75.16,15,100,28.41
359,Mon,IN,2022-05-23 16:47:06,26.75,95.1,68.95,98,81,3.02
360,Lindlar,DE,2022-05-23 16:47:06,51.0196,7.3776,67.8,63,84,11.56
361,Todos Santos,MX,2022-05-23 16:47:07,23.45,-110.2167,89.04,64,21,8.61
362,Loiza,PR,2022-05-23 16:47:07,18.4313,-65.8802,88.68,58,40,17.27
363,Verkhnevilyuysk,RU,2022-05-23 16:47:08,63.4453,120.3167,51.3,81,100,5.5
364,Dania Beach,US,2022-05-23 16:48:08,26.0523,-80.1439,89.02,69,40,17.27
365,Falmouth,GB,2022-05-23 16:47:19,50.1544,-5.0711,58.21,76,75,17.27
366,Yar-Sale,RU,2022-05-23 16:48:08,66.8333,70.8333,38.91,94,100,4.38
367,Hambantota,LK,2022-05-23 16:48:09,6.1241,81.1185,80.26,83,98,17.65
368,Bemidji,US,2022-05-23 16:48:09,47.4736,-94.8803,61.92,31,40,13.8
369,Maldonado,UY,2022-05-23 16:48:10,-34.6667,-54.9167,67.39,58,100,5.86
370,Launceston,AU,2022-05-23 16:48:10,-41.45,147.1667,43.81,92,3,0.0
371,Luderitz,NA,2022-05-23 16:48:11,-26.6481,15.1594,62.64,57,65,3.78
372,Hofn,IS,2022-05-23 16:48:11,64.2539,-15.2082,44.62,93,100,10.36
373,Kodiak,US,2022-05-23 16:45:53,57.79,-152.4072,45.91,87,100,16.11
374,Ashland,US,2022-05-23 16:45:19,40.8167,-82.2665,60.76,70,100,10.36
375,Ofunato,JP,2022-05-23 16:48:16,39.0717,141.7167,53.74,90,2,8.55
376,Kamaishi,JP,2022-05-23 16:48:16,39.2667,141.8833,53.82,89,2,7.61
377,Snezhnogorsk,RU,2022-05-23 16:48:17,69.1933,33.2531,47.98,57,6,11.81
378,Ifanadiana,MG,2022-05-23 16:48:17,-21.3,47.6333,65.59,98,61,1.32
379,Morada Nova,BR,2022-05-23 16:48:17,-5.1067,-38.3725,88.56,47,36,7.43
380,Salamiyah,SY,2022-05-23 16:48:18,35.0113,37.0532,66.09,52,0,20.67
381,Nova Olimpia,BR,2022-05-23 16:48:18,-14.7972,-57.2881,90.46,29,41,3.15
382,Znin,PL,2022-05-23 16:48:18,52.8496,17.7199,67.33,61,45,8.39
383,Pombas,CV,2022-05-23 16:48:19,17.1503,-25.0201,78.58,72,16,13.33
384,Sorland,NO,2022-05-23 16:48:19,67.667,12.6934,49.86,80,100,14.09
385,Makakilo City,US,2022-05-23 16:48:20,21.3469,-158.0858,74.19,71,0,9.22
386,Boden,SE,2022-05-23 16:48:20,65.8252,21.6886,50.0,47,7,7.31
387,Touros,BR,2022-05-23 16:48:20,-5.1989,-35.4608,80.89,81,46,12.59
388,Salalah,OM,2022-05-23 16:48:21,17.0151,54.0924,84.29,84,75,9.22
389,Kinshasa,CD,2022-05-23 16:45:14,-4.3246,15.3215,75.2,80,99,1.83
390,Libreville,GA,2022-05-23 16:48:21,0.3925,9.4537,79.23,76,100,2.71
391,Teknaf,BD,2022-05-23 16:48:22,20.8624,92.3058,79.77,81,96,1.99
392,Deputatskiy,RU,2022-05-23 16:48:22,69.3,139.9,21.83,93,45,3.38
393,Bedele,ET,2022-05-23 16:48:22,8.456,36.353,62.73,66,9,5.5
394,Susanville,US,2022-05-23 16:47:26,40.4163,-120.653,62.11,33,0,5.75
395,Severodvinsk,RU,2022-05-23 16:48:23,64.5635,39.8302,33.91,91,100,22.82
396,Dzidzantun,MX,2022-05-23 16:45:21,21.25,-89.05,97.75,29,11,5.48
397,Marawi,PH,2022-05-23 16:48:23,7.9986,124.2928,69.31,94,88,2.73
398,Adet,ET,2022-05-23 16:48:24,11.2644,37.4888,69.58,46,57,15.35
399,Kungurtug,RU,2022-05-23 16:48:24,50.5994,97.5228,53.01,71,64,2.89
400,Cascais,PT,2022-05-23 16:48:24,38.6979,-9.4215,71.51,61,20,17.27
401,Salvador,SV,2022-05-23 16:44:22,13.8333,-88.9167,77.04,75,99,3.58
402,Katete,UG,2022-05-23 16:48:25,-0.7818,29.7544,63.54,91,86,3.24
403,Porto Velho,BR,2022-05-23 16:48:25,-8.7619,-63.9039,89.65,51,0,3.44
404,Chapais,CA,2022-05-23 16:48:25,49.7834,-74.8492,47.98,42,56,5.17
405,Turukhansk,RU,2022-05-23 16:48:26,65.8167,87.9833,51.31,78,99,16.96
406,Dubai,AE,2022-05-23 16:48:24,25.2582,55.3047,91.69,58,0,8.05
407,Jackson,US,2022-05-23 16:48:26,42.4165,-122.8345,65.16,52,0,1.99
408,Ixtapa,MX,2022-05-23 16:48:27,20.7,-105.2,89.65,36,14,6.02
409,Poum,NC,2022-05-23 16:49:27,-20.2333,164.0167,75.99,76,100,18.81
410,Fortuna,US,2022-05-23 16:49:27,40.5982,-124.1573,56.93,85,100,9.22
411,Lingao,CN,2022-05-23 16:49:28,19.9103,109.6859,78.15,92,96,12.01
412,Port Blair,IN,2022-05-23 16:49:28,11.6667,92.75,82.44,89,75,12.66
413,Morros,BR,2022-05-23 16:49:29,-9.4467,-46.3003,89.64,33,1,6.73
414,Abonnema,NG,2022-05-23 16:49:29,4.7084,6.7931,76.1,90,100,5.99
415,Marienburg,PL,2022-05-23 16:49:29,54.0359,19.0266,64.89,72,53,8.05
416,Namatanai,PG,2022-05-23 16:49:30,-3.6667,152.4333,79.11,83,42,6.93
417,Cabedelo,BR,2022-05-23 16:45:49,-6.9811,-34.8339,75.87,86,99,15.9
418,Rawson,AR,2022-05-23 16:49:30,-43.3002,-65.1023,54.18,35,29,19.89
419,Ahuimanu,US,2022-05-23 16:49:30,21.4447,-157.8378,75.36,74,20,9.22
420,Nago,JP,2022-05-23 16:49:31,26.5881,127.9761,70.65,95,100,22.06
421,Zhuanghe,CN,2022-05-23 16:49:31,39.7008,122.9911,58.84,87,39,4.38
422,Tiksi,RU,2022-05-23 16:49:31,71.6872,128.8694,32.11,98,100,2.19
423,Sawakin,SD,2022-05-23 16:49:33,19.1059,37.3321,86.47,55,1,14.18
424,Los Alamos,US,2022-05-23 16:49:33,35.8881,-106.307,64.04,35,75,9.22
425,Menongue,AO,2022-05-23 16:49:34,-14.6585,17.691,61.18,38,0,3.96
426,Mount Pleasant,US,2022-05-23 16:49:34,32.7941,-79.8626,87.06,76,40,13.8
427,Houma,US,2022-05-23 16:46:42,29.5958,-90.7195,82.4,79,75,13.8
428,Riverton,US,2022-05-23 16:49:35,40.5219,-111.9391,59.16,43,0,11.5
429,Martapura,ID,2022-05-23 16:49:35,-3.4167,114.85,78.89,100,100,3.44
430,Bilibino,RU,2022-05-23 16:49:36,68.0546,166.4372,43.88,68,69,2.66
431,Bella Vista,US,2022-05-23 16:49:36,36.4295,-94.2316,61.05,71,100,12.66
432,Pimenta Bueno,BR,2022-05-23 16:49:36,-11.6725,-61.1936,87.31,50,38,1.97
433,Joshimath,IN,2022-05-23 16:49:37,30.5667,79.5667,60.21,74,88,4.0
434,Gamba,GA,2022-05-23 16:49:37,-2.65,10.0,74.89,80,100,6.96
435,Nouakchott,MR,2022-05-23 16:49:37,18.0858,-15.9785,69.73,82,21,17.47
436,Sakaraha,MG,2022-05-23 16:49:38,-22.9,44.5333,67.75,51,1,4.21
437,Nantucket,US,2022-05-23 16:48:24,41.2835,-70.0995,68.14,67,100,24.16
438,Praia Da Vitoria,PT,2022-05-23 16:49:38,38.7333,-27.0667,65.75,82,75,10.98
439,Semey,KZ,2022-05-23 16:49:38,50.4111,80.2275,60.42,30,94,9.1
440,Trinidad,BO,2022-05-23 16:49:39,-14.8333,-64.9,82.38,65,40,5.75
441,Hudiksvall,SE,2022-05-23 16:49:39,61.729,17.1036,56.05,41,65,10.51
442,Kolda,SN,2022-05-23 16:49:39,12.8833,-14.95,100.71,23,0,9.22
443,Hovd,MN,2022-05-23 16:49:40,48.0056,91.6419,66.2,39,100,3.0
444,Xichang,CN,2022-05-23 16:49:40,27.8964,102.2634,66.31,81,85,2.44
445,Marsh Harbour,BS,2022-05-23 16:49:40,26.5412,-77.0636,79.57,73,9,16.75
446,Chicama,PE,2022-05-23 16:49:41,-7.8447,-79.1469,61.34,63,32,8.97
447,Gimli,CA,2022-05-23 16:49:41,50.6336,-96.9907,59.02,38,50,10.36
448,Mancora,PE,2022-05-23 16:49:41,-4.1078,-81.0475,78.64,61,9,9.28
449,Sinazongwe,ZM,2022-05-23 16:49:42,-17.2614,27.4618,67.91,34,0,3.56
450,Ulladulla,AU,2022-05-23 16:49:42,-35.35,150.4667,46.76,79,83,4.45
451,Gimbi,ET,2022-05-23 16:49:42,9.1667,35.8333,63.3,70,56,3.65
452,Pangnirtung,CA,2022-05-23 16:50:43,66.1451,-65.7125,17.6,62,40,16.11
453,Juneau,US,2022-05-23 16:50:43,58.3019,-134.4197,49.21,93,100,11.5
454,Chokwe,MZ,2022-05-23 16:50:43,-24.5333,32.9833,61.0,95,59,6.35
455,Bacolod,PH,2022-05-23 16:50:44,10.6667,122.95,78.85,84,85,4.79
456,Vestmannaeyjar,IS,2022-05-23 16:50:44,63.4427,-20.2734,50.99,81,75,11.5
457,Warrenton,ZA,2022-05-23 16:50:44,-28.114,24.8475,57.94,48,33,5.77
458,Talara,PE,2022-05-23 16:50:45,-4.5772,-81.2719,74.16,64,0,25.32
459,Yeppoon,AU,2022-05-23 16:50:45,-23.1333,150.7333,65.98,91,100,13.8
460,Santiago Del Estero,AR,2022-05-23 16:50:46,-27.7951,-64.2615,78.46,32,4,13.33
461,Kaeo,NZ,2022-05-23 16:50:46,-35.1,173.7833,49.96,81,3,4.38
462,Gualaquiza,EC,2022-05-23 16:50:46,-3.4,-78.55,73.06,80,49,2.15
463,Goderich,CA,2022-05-23 16:50:47,43.7501,-81.7165,46.72,76,100,12.66
464,Punto Fijo,VE,2022-05-23 16:50:10,11.6956,-70.1996,84.9,62,65,26.04
465,Winooski,US,2022-05-23 16:50:47,44.4914,-73.1857,62.11,54,20,16.11
466,Samarai,PG,2022-05-23 16:50:48,-10.6167,150.6667,81.48,78,19,7.85
467,Balyaga,RU,2022-05-23 16:50:48,51.1507,108.921,42.91,67,16,3.09
468,Suhbaatar,MN,2022-05-23 16:50:48,50.2314,106.2078,49.66,66,63,5.12
469,Kapoeta,SS,2022-05-23 16:50:49,4.7717,33.5903,86.63,39,28,5.77
470,Portland,US,2022-05-23 16:50:49,45.5234,-122.6762,63.52,61,40,5.75
471,Cooma,AU,2022-05-23 16:50:50,-36.2333,149.1333,33.57,100,100,0.0
472,Alofi,NU,2022-05-23 16:50:50,-19.0595,-169.9187,71.49,94,40,3.44
473,Arlit,NE,2022-05-23 16:50:50,18.7369,7.3853,101.89,10,100,4.5
474,Conde,BR,2022-05-23 16:50:51,-7.2597,-34.9075,74.66,94,75,13.8
475,Aykhal,RU,2022-05-23 16:50:51,66.0,111.5,40.42,95,100,16.13
476,Haputale,LK,2022-05-23 16:50:51,6.7681,80.9595,63.75,81,65,5.32
477,Houston,US,2022-05-23 16:46:45,29.7633,-95.3633,82.49,73,20,11.5
478,Saravan,AM,2022-05-23 16:50:52,39.7196,45.6483,47.53,85,83,5.86
479,Hibbing,US,2022-05-23 16:50:52,47.4272,-92.9377,60.39,25,100,8.05
480,Paita,PE,2022-05-23 16:50:53,-5.0892,-81.1144,71.4,70,24,12.95
481,Sorsk,RU,2022-05-23 16:50:53,54.0033,90.2467,47.73,64,81,0.45
482,Fort-Shevchenko,KZ,2022-05-23 16:50:53,44.5086,50.263,65.21,60,98,18.3
483,Saint-Pierre,RE,2022-05-23 16:50:54,-21.3393,55.4781,73.08,83,0,13.8
484,Husavik,IS,2022-05-23 16:50:54,66.0449,-17.3389,40.35,83,85,3.83
485,Gbarnga,LR,2022-05-23 16:50:54,6.9956,-9.4722,74.57,94,94,1.7
486,Tiquisate,GT,2022-05-23 16:50:55,14.2833,-91.3667,84.0,67,67,3.24
487,Klyuchi,RU,2022-05-23 16:50:55,52.2667,79.1667,59.7,33,0,3.47
488,Kodaikanal,IN,2022-05-23 16:50:55,10.2333,77.4833,57.2,84,97,2.15
489,Berdigestyakh,RU,2022-05-23 16:50:56,62.0989,126.6992,45.97,70,85,2.21
490,Bathsheba,BB,2022-05-23 16:50:56,13.2167,-59.5167,88.41,58,20,17.27
491,Saint-Raymond,CA,2022-05-23 16:50:56,45.467,-73.6095,63.09,45,75,8.05
492,Antofagasta,CL,2022-05-23 16:49:07,-23.65,-70.4,58.28,68,39,6.38
493,Porto Santo,PT,2022-05-23 16:50:58,33.072,-16.3415,71.98,60,40,16.11
494,Manavalakurichi,IN,2022-05-23 16:50:58,8.1333,77.3,80.4,85,100,13.51
495,Lithakia,GR,2022-05-23 16:50:00,37.7167,20.8333,74.48,64,0,8.05
496,Verkhoyansk,RU,2022-05-23 16:50:59,67.5447,133.385,40.12,75,26,6.02
497,Korocha,RU,2022-05-23 16:51:59,50.8107,37.1953,56.12,72,91,6.51
498,Chunoyar,RU,2022-05-23 16:52:01,57.4467,97.3217,55.42,62,68,3.18
499,Maniitsoq,GL,2022-05-23 16:52:02,65.4167,-52.9,29.1,95,100,17.29
500,Viransehir,TR,2022-05-23 16:52:02,37.2353,39.7631,70.36,37,33,8.03
501,Sinnamary,GF,2022-05-23 16:52:03,5.3833,-52.95,80.58,80,44,4.85
502,Kalmunai,LK,2022-05-23 16:52:03,7.4167,81.8167,83.26,71,89,2.68
503,Nagai,JP,2022-05-23 16:52:03,38.1036,140.035,48.51,96,2,2.39
504,San Borja,BO,2022-05-23 16:52:04,-14.8167,-66.85,83.95,55,38,6.62
505,Morro Bay,US,2022-05-23 16:48:11,35.3658,-120.8499,75.51,67,1,5.99
506,Bandar-E Lengeh,IR,2022-05-23 16:52:04,26.5579,54.8807,95.11,34,0,4.61
507,Nanortalik,GL,2022-05-23 16:52:05,60.1432,-45.2371,35.73,79,94,14.16
508,Gallup,US,2022-05-23 16:47:18,35.5281,-108.7426,66.02,24,0,9.22
509,Pisco,PE,2022-05-23 16:52:05,-13.7,-76.2167,66.02,77,70,9.22
510,Henties Bay,NA,2022-05-23 16:52:05,-22.116,14.2845,63.09,63,50,6.13
511,Srednekolymsk,RU,2022-05-23 16:52:06,67.45,153.6833,50.97,72,100,10.96
512,Mondeville,FR,2022-05-23 16:52:06,49.175,-0.3224,59.74,77,100,11.5
513,Zhigansk,RU,2022-05-23 16:52:06,66.7697,123.3711,42.71,81,100,3.87
514,Ondjiva,AO,2022-05-23 16:52:07,-17.0667,15.7333,78.84,18,0,2.3
515,Antalaha,MG,2022-05-23 16:52:07,-14.9003,50.2788,71.51,79,5,8.52
516,Hong Gai,VN,2022-05-23 16:52:08,20.956,107.0946,82.31,91,82,6.73
517,Chenghai,CN,2022-05-23 16:52:08,23.4632,116.768,73.31,94,75,6.71
518,Noyabrsk,RU,2022-05-23 16:52:09,63.1994,75.4507,48.43,72,86,10.47
519,Horsham,GB,2022-05-23 16:52:09,51.064,-0.3272,65.25,71,20,10.36
520,Ahipara,NZ,2022-05-23 16:52:09,-35.1667,173.1667,53.82,69,66,5.08
521,Luanda,AO,2022-05-23 16:52:10,-8.8368,13.2343,73.63,79,100,10.74
522,Tabas,IR,2022-05-23 16:52:10,33.5959,56.9244,85.08,9,0,3.89
523,Nizwa,OM,2022-05-23 16:52:10,22.9333,57.5333,91.99,8,0,0.72
524,Creston,US,2022-05-23 16:52:12,41.0586,-94.3614,60.76,44,0,14.97
525,Lekoni,GA,2022-05-23 16:52:12,-1.5843,14.2591,75.15,73,100,5.73
526,Ronne,DK,2022-05-23 16:52:13,55.1009,14.7066,58.91,67,45,14.97
527,Dutse,NG,2022-05-23 16:52:13,11.7594,9.3392,98.65,15,59,4.74
528,Narsaq,GL,2022-05-23 16:52:13,60.9167,-46.05,36.07,79,90,4.43
529,Berbera,SO,2022-05-23 16:52:14,10.4396,45.0143,90.03,45,66,2.98
530,Sur,OM,2022-05-23 16:52:14,22.5667,59.5289,91.0,52,0,4.92
531,Bandarbeyla,SO,2022-05-23 16:52:14,9.4942,50.8122,81.07,83,67,28.14
532,Port-Cartier,CA,2022-05-23 16:52:15,50.0334,-66.8654,52.75,40,60,9.48
533,Macapa,BR,2022-05-23 16:52:15,0.0389,-51.0664,85.98,74,75,8.05
534,Blagoyevo,RU,2022-05-23 16:52:15,63.3667,47.9167,36.19,98,100,5.08
535,Zhezkazgan,KZ,2022-05-23 16:52:16,47.8043,67.7144,62.96,23,41,9.62
536,Gazanjyk,TM,2022-05-23 16:52:16,39.2446,55.5154,87.73,16,67,14.23
537,Chirongui,YT,2022-05-23 16:52:16,-12.9319,45.1483,82.33,71,100,3.42
538,Letka,RU,2022-05-23 16:52:17,59.6011,49.4232,35.44,91,100,2.13
539,Niono,ML,2022-05-23 16:52:17,14.2526,-5.993,97.32,28,36,11.16
540,Pochutla,MX,2022-05-23 16:52:18,15.7432,-96.4661,90.82,35,1,9.24
541,Bayji,IQ,2022-05-23 16:53:18,34.9311,43.487,79.3,26,1,4.16
542,North Platte,US,2022-05-23 16:53:05,41.1239,-100.7654,48.09,94,100,14.0
543,Saint-Georges,GD,2022-05-23 16:50:00,12.0564,-61.7485,83.88,74,40,20.71
544,Ucluelet,CA,2022-05-23 16:53:18,48.9329,-125.5528,53.1,86,70,1.99
545,Lakeway,US,2022-05-23 16:53:19,30.3638,-97.9796,79.77,74,100,7.0
546,Judenburg,AT,2022-05-23 16:53:19,47.1667,14.6667,70.52,56,75,4.61
